,Age,Income,CreditScore,MonthsEmployed,NumCreditLines,LoanTerm,DTIRatio,MaritalStatus,HasMortgage,HasDependents,HasCoSigner,Outcome
4558,28,134834,761,41,1,24,0.51,Married,Yes,No,No,0
4559,60,96812,515,118,1,12,0.63,Divorced,No,Yes,No,0
4560,30,107263,655,102,1,48,0.22,Single,Yes,No,Yes,0
4561,61,145616,685,34,4,60,0.11,Divorced,No,Yes,Yes,0
4562,36,92298,332,88,2,60,0.8,Divorced,No,No,No,1
4563,62,75870,833,5,4,24,0.77,Single,No,No,No,0
4564,63,42851,556,74,3,24,0.68,Single,No,No,No,1
4565,48,130527,423,80,3,12,0.41,Married,Yes,Yes,Yes,1
4566,66,66160,391,90,1,12,0.86,Single,Yes,No,No,0
4567,30,30050,571,95,3,48,0.73,Married,No,Yes,No,0
4568,42,80317,301,114,2,24,0.89,Married,Yes,Yes,Yes,0
4569,35,149585,586,106,3,36,0.49,Divorced,No,No,No,1
4570,33,122591,592,85,3,48,0.68,Married,Yes,No,No,1
4571,30,67505,796,103,4,24,0.7,Divorced,No,No,Yes,0
4572,23,60821,438,24,3,36,0.83,Married,No,No,Yes,1
4573,68,38139,721,74,2,36,0.1,Divorced,No,No,No,0
4574,18,24549,733,38,4,24,0.71,Married,Yes,Yes,Yes,0
4575,29,41337,586,61,3,60,0.31,Married,No,No,Yes,1
4576,29,70852,478,97,4,24,0.2,Divorced,Yes,Yes,No,0
4577,48,115511,723,26,2,24,0.68,Married,Yes,Yes,Yes,1
4578,46,135306,746,20,4,60,0.5,Married,Yes,No,No,0
4579,30,42034,588,31,4,12,0.35,Married,Yes,No,Yes,1
4580,64,69286,826,56,2,36,0.6,Single,No,Yes,No,1
4581,57,140037,349,73,3,36,0.37,Married,Yes,No,No,1
4582,18,85267,721,4,1,48,0.4,Single,Yes,Yes,No,1
4583,56,41199,731,12,4,12,0.36,Single,No,Yes,Yes,1
4584,32,111885,455,97,4,60,0.79,Married,Yes,Yes,No,0
4585,21,118881,587,15,4,36,0.33,Married,Yes,No,Yes,1
4586,53,34649,343,54,4,24,0.4,Single,No,Yes,No,1
4587,30,69758,423,42,2,48,0.12,Divorced,No,Yes,Yes,1
4588,40,17409,423,14,2,12,0.31,Divorced,No,No,No,1
4589,34,82419,846,26,4,12,0.88,Single,Yes,Yes,No,1
4590,24,15203,741,34,2,36,0.58,Single,No,No,No,1
4591,53,15114,459,108,4,48,0.48,Divorced,No,No,No,1
4592,61,17381,566,51,4,24,0.62,Single,No,No,No,1
4593,39,75292,727,4,1,60,0.25,Married,No,No,Yes,0
4594,23,130004,321,53,2,48,0.53,Married,No,No,No,1
4595,23,144507,836,95,2,24,0.26,Single,No,No,No,0
4596,45,38173,674,26,4,24,0.41,Single,No,No,No,1
4597,55,88267,843,68,1,48,0.59,Divorced,No,No,Yes,0
4598,19,133380,310,58,3,48,0.74,Divorced,Yes,Yes,Yes,0
4599,50,66530,423,34,2,24,0.84,Divorced,Yes,No,Yes,0
4600,53,17974,329,99,1,36,0.12,Single,No,Yes,Yes,1
4601,65,26110,374,112,4,48,0.55,Single,Yes,No,No,1
4602,32,100822,555,54,1,36,0.25,Single,No,Yes,Yes,1
4603,62,76520,480,106,2,48,0.28,Married,No,No,Yes,1
4604,63,37250,399,59,3,24,0.52,Married,No,No,No,0
4605,31,78854,483,27,4,36,0.81,Single,No,No,Yes,1
4606,40,143126,825,24,1,24,0.51,Single,Yes,No,Yes,0
4607,24,16547,509,84,1,60,0.19,Single,No,No,Yes,1
4608,57,98174,721,53,2,60,0.65,Single,Yes,Yes,Yes,0
4609,33,30769,755,20,2,24,0.29,Married,Yes,No,No,0
4610,45,36980,487,32,1,36,0.35,Single,Yes,No,Yes,1
4611,22,73132,519,8,1,60,0.17,Divorced,No,Yes,Yes,1
4612,29,68714,464,8,1,24,0.87,Divorced,Yes,No,Yes,1
4613,50,82043,373,1,2,48,0.13,Married,Yes,No,No,1
4614,26,81016,746,95,3,48,0.8,Single,No,No,Yes,1
4615,37,24616,513,54,2,48,0.61,Single,No,Yes,No,1
4616,57,18967,435,13,2,60,0.21,Single,Yes,No,No,0
4617,52,104643,683,119,2,48,0.65,Married,No,No,Yes,1
4618,57,140186,806,72,3,48,0.48,Married,Yes,No,No,0
4619,43,121216,348,51,2,60,0.39,Married,Yes,No,Yes,0
4620,20,82477,427,70,4,24,0.79,Married,No,No,No,1
4621,19,110363,672,19,1,24,0.76,Divorced,No,Yes,Yes,1
4622,18,92362,418,102,3,24,0.64,Single,Yes,Yes,No,0
4623,30,83503,443,0,1,60,0.18,Single,Yes,Yes,Yes,1
4624,53,110227,448,40,3,48,0.73,Divorced,No,Yes,No,0
4625,24,63853,514,24,3,12,0.78,Divorced,Yes,No,Yes,1
4626,36,54957,367,46,1,12,0.59,Single,No,Yes,No,0
4627,56,97474,719,25,1,48,0.35,Divorced,No,No,Yes,1
4628,65,74168,636,105,4,60,0.54,Divorced,Yes,No,No,0
4629,27,43400,388,80,2,36,0.63,Divorced,No,Yes,No,0
4630,44,107181,303,17,2,48,0.14,Married,No,Yes,Yes,0
4631,61,91170,540,49,3,12,0.23,Married,No,Yes,No,0
4632,22,73444,366,45,4,36,0.53,Single,No,No,No,1
4633,43,88922,623,64,4,48,0.46,Single,No,No,No,1
4634,22,118720,518,18,3,48,0.87,Divorced,Yes,Yes,No,0
4635,36,64945,588,95,3,12,0.52,Married,No,No,Yes,0
4636,41,146870,444,90,1,24,0.69,Divorced,Yes,Yes,Yes,0
4637,42,27345,334,76,3,24,0.26,Single,Yes,No,No,0
4638,38,34821,554,29,2,12,0.35,Single,No,Yes,No,1
4639,44,87996,431,67,3,36,0.12,Married,No,Yes,Yes,0
4640,37,31903,759,17,4,36,0.71,Married,No,Yes,Yes,1
4641,20,129265,453,8,2,24,0.89,Single,No,No,Yes,1
4642,23,15266,395,34,4,12,0.57,Divorced,No,Yes,Yes,1
4643,24,22332,460,11,1,24,0.58,Divorced,No,No,No,1
4644,24,17076,708,44,4,36,0.62,Single,Yes,No,Yes,1
4645,40,82895,505,2,1,48,0.64,Divorced,No,No,No,1
4646,64,83440,476,5,1,24,0.41,Divorced,No,No,No,1
4647,45,78029,756,103,4,12,0.75,Married,No,Yes,Yes,1
4648,42,34854,754,104,3,60,0.4,Single,Yes,Yes,Yes,0
4649,26,75053,839,12,4,60,0.76,Single,Yes,Yes,Yes,0
4650,49,36504,488,44,1,36,0.47,Married,Yes,No,Yes,1
4651,25,125787,626,112,3,48,0.13,Married,Yes,Yes,No,0
4652,41,92689,558,106,3,48,0.8,Married,Yes,No,No,0
4653,27,23376,311,61,2,36,0.67,Single,No,Yes,Yes,1
4654,53,24163,301,20,3,36,0.32,Divorced,Yes,Yes,Yes,0
4655,30,38415,391,3,3,48,0.51,Divorced,Yes,Yes,No,1
4656,23,105446,738,27,4,60,0.52,Divorced,Yes,Yes,Yes,1
4657,59,133640,489,90,3,12,0.36,Married,Yes,Yes,No,0
4658,65,62462,535,65,1,48,0.3,Divorced,No,Yes,Yes,0
4659,30,97048,488,9,4,36,0.85,Single,Yes,Yes,Yes,0
4660,36,77622,787,75,1,12,0.13,Divorced,Yes,Yes,Yes,0
4661,27,25985,744,70,4,24,0.67,Single,No,No,Yes,1
4662,64,59345,707,1,4,12,0.43,Divorced,No,No,Yes,0
4663,29,122392,582,5,1,48,0.85,Divorced,No,No,No,0
4664,62,126796,387,110,2,48,0.77,Married,No,No,Yes,0
4665,52,29760,819,79,2,48,0.23,Divorced,Yes,No,No,0
4666,33,59695,542,34,3,48,0.67,Divorced,No,No,Yes,1
4667,44,95043,493,36,4,36,0.7,Married,No,No,Yes,1
4668,26,133177,355,20,1,12,0.59,Married,Yes,No,No,1
4669,66,146324,491,22,1,36,0.35,Single,No,Yes,No,0
4670,28,62425,479,27,3,60,0.38,Single,Yes,Yes,Yes,1
4671,47,129847,831,4,4,24,0.86,Married,Yes,No,No,0
4672,32,82931,638,12,3,24,0.23,Married,Yes,Yes,Yes,1
4673,18,39563,422,5,2,12,0.42,Divorced,No,No,No,1
4674,33,59581,838,90,2,60,0.81,Divorced,Yes,Yes,No,1
4675,46,100480,506,119,2,48,0.62,Divorced,No,Yes,No,0
4676,28,60304,532,4,1,48,0.18,Single,No,No,No,1
4677,57,105125,478,17,3,48,0.51,Divorced,No,Yes,No,0
4678,25,21842,430,4,4,24,0.87,Divorced,No,Yes,Yes,1
4679,38,18949,448,84,2,48,0.22,Married,No,Yes,Yes,1
4680,68,38974,453,37,3,12,0.41,Single,Yes,No,No,1
4681,55,15165,562,96,4,12,0.67,Single,No,No,Yes,1
4682,38,84120,548,96,1,60,0.56,Single,No,No,No,1
4683,30,124660,526,104,1,24,0.31,Married,Yes,No,Yes,1
4684,49,46980,359,73,2,36,0.75,Divorced,Yes,No,Yes,0
4685,31,57151,584,31,3,60,0.29,Married,Yes,No,Yes,1
4686,37,105796,490,6,2,36,0.17,Divorced,No,No,Yes,0
4687,35,143000,713,55,2,36,0.71,Married,Yes,Yes,No,0
4688,49,123644,623,69,2,60,0.24,Married,Yes,Yes,Yes,0
4689,39,42585,821,26,3,24,0.66,Single,Yes,No,Yes,1
4690,42,136855,633,87,1,36,0.89,Divorced,No,Yes,No,1
4691,18,47637,676,1,1,48,0.68,Divorced,Yes,Yes,No,1
4692,20,132368,417,48,1,12,0.14,Single,Yes,Yes,No,1
4693,31,80860,800,62,2,36,0.55,Single,Yes,No,No,1
4694,43,45706,348,2,3,12,0.86,Married,Yes,Yes,Yes,0
4695,33,112804,403,23,3,60,0.75,Divorced,No,Yes,Yes,0
4696,42,96259,594,21,2,12,0.8,Married,No,Yes,Yes,1
4697,21,28779,809,61,4,36,0.89,Married,No,No,Yes,1
4698,54,70223,642,101,2,36,0.45,Divorced,Yes,Yes,No,0
4699,21,108651,708,34,1,48,0.12,Single,Yes,No,No,1
4700,54,97135,691,11,4,12,0.43,Single,No,No,No,0
4701,65,135089,583,101,3,48,0.79,Divorced,Yes,Yes,No,0
4702,46,141140,811,66,4,48,0.63,Married,Yes,Yes,Yes,0
4703,20,51361,472,94,2,60,0.7,Single,Yes,Yes,No,1
4704,47,75882,558,34,3,60,0.63,Single,Yes,No,Yes,1
4705,55,139172,477,41,2,48,0.34,Divorced,Yes,No,Yes,0
4706,38,19793,508,27,3,48,0.28,Single,No,No,No,0
4707,40,137352,491,8,2,48,0.68,Married,Yes,No,No,1
4708,65,32998,849,4,4,12,0.59,Married,Yes,Yes,No,1
4709,30,17594,436,26,4,60,0.51,Divorced,No,No,No,1
4710,61,131714,805,5,2,48,0.2,Divorced,Yes,Yes,Yes,1
4711,20,18366,470,105,3,60,0.54,Married,Yes,Yes,No,1
4712,25,17332,789,112,4,24,0.37,Divorced,Yes,Yes,No,1
4713,20,25596,809,62,3,60,0.77,Married,No,No,No,1
4714,41,36122,428,15,2,12,0.37,Married,Yes,Yes,Yes,1
4715,58,20186,649,39,3,12,0.34,Divorced,No,Yes,Yes,0
4716,25,62221,493,89,4,24,0.5,Single,No,Yes,No,1
4717,31,26914,751,3,1,12,0.27,Divorced,Yes,No,Yes,1
4718,33,44126,785,108,4,36,0.83,Divorced,Yes,No,Yes,1
4719,68,84434,429,94,1,60,0.4,Single,Yes,No,No,0
4720,45,70694,455,9,1,48,0.7,Divorced,Yes,No,No,1
4721,27,122953,311,89,1,48,0.31,Divorced,No,No,No,1
4722,36,113339,832,3,2,12,0.89,Divorced,Yes,Yes,Yes,1
4723,51,47579,739,112,2,60,0.78,Divorced,No,No,No,0
4724,33,114356,803,22,3,60,0.2,Single,Yes,Yes,Yes,1
4725,40,59500,479,84,3,48,0.3,Single,No,No,Yes,0
4726,32,20360,651,81,1,48,0.6,Divorced,Yes,Yes,Yes,1
4727,33,34637,407,34,2,36,0.9,Divorced,No,Yes,No,1
4728,66,33322,317,97,1,24,0.5,Single,No,Yes,No,0
4729,45,49603,660,101,3,48,0.35,Married,Yes,No,Yes,0
4730,20,45242,606,32,3,24,0.52,Divorced,Yes,No,Yes,1
4731,31,131889,569,74,3,60,0.43,Single,Yes,No,No,1
4732,30,30604,647,42,2,60,0.33,Single,Yes,Yes,Yes,1
4733,20,62689,301,75,4,24,0.42,Married,No,No,No,0
4734,44,86773,547,97,3,36,0.13,Divorced,Yes,No,Yes,1
4735,25,15716,418,84,3,48,0.54,Married,Yes,No,Yes,1
4736,26,134960,408,99,3,24,0.57,Single,No,No,Yes,0
4737,59,51403,434,13,4,48,0.57,Single,No,Yes,No,1
4738,43,130505,702,12,4,36,0.8,Married,Yes,Yes,Yes,0
4739,37,97924,819,19,4,12,0.62,Married,No,No,Yes,0
4740,26,100944,546,9,1,60,0.47,Married,No,Yes,No,1
4741,28,81266,514,29,4,60,0.72,Married,No,Yes,No,0
4742,27,84150,475,5,2,24,0.75,Divorced,Yes,Yes,Yes,1
4743,54,139417,641,84,4,24,0.73,Single,Yes,Yes,Yes,0
4744,49,84380,759,80,1,24,0.6,Divorced,No,Yes,No,0
4745,48,86814,750,59,4,48,0.28,Divorced,No,No,No,0
4746,65,16249,767,4,3,12,0.54,Divorced,No,Yes,No,1
4747,25,20438,766,99,3,60,0.52,Married,No,Yes,No,1
4748,64,141778,682,91,3,48,0.15,Single,Yes,No,Yes,0
4749,25,105472,383,70,3,48,0.4,Single,No,No,No,1
4750,20,37161,410,73,3,36,0.58,Married,Yes,No,No,0
4751,33,114702,383,118,1,24,0.41,Divorced,No,No,No,0
4752,48,99033,505,71,1,60,0.73,Single,Yes,Yes,No,1
4753,39,101299,411,44,4,48,0.63,Married,No,No,No,0
4754,40,96333,314,35,2,36,0.24,Divorced,No,No,Yes,1
4755,34,42583,473,34,3,60,0.12,Single,No,Yes,No,1
4756,20,136412,453,7,3,12,0.2,Divorced,Yes,No,No,0
4757,24,39996,461,18,4,48,0.67,Married,Yes,Yes,Yes,1
4758,37,75781,752,3,2,60,0.39,Married,No,No,Yes,0
4759,62,134780,705,48,1,60,0.87,Married,Yes,Yes,Yes,0
4760,24,59918,816,91,2,48,0.69,Married,No,Yes,No,1
4761,25,93986,564,73,2,36,0.74,Married,No,No,No,1
4762,67,67336,631,102,4,24,0.43,Divorced,Yes,Yes,No,1
4763,35,79093,626,67,4,36,0.35,Divorced,No,No,No,1
4764,49,108411,593,25,3,48,0.19,Single,No,Yes,No,0
4765,27,20830,768,7,2,36,0.74,Married,No,No,No,0
4766,41,22149,515,20,3,48,0.28,Divorced,No,No,No,1
4767,23,130407,338,86,3,48,0.35,Married,Yes,No,Yes,0
4768,31,55236,666,39,3,36,0.56,Divorced,No,Yes,No,1
4769,50,69871,421,45,4,24,0.44,Divorced,No,Yes,No,0
4770,32,140082,648,73,4,60,0.51,Divorced,No,Yes,No,1
4771,30,149471,446,43,2,36,0.51,Divorced,Yes,No,Yes,1
4772,41,70917,390,23,4,48,0.26,Married,Yes,Yes,Yes,0
4773,32,65608,592,69,2,24,0.78,Divorced,No,No,Yes,1
4774,48,95929,645,60,3,12,0.42,Single,No,Yes,No,1
4775,32,58824,346,82,4,24,0.75,Divorced,No,Yes,Yes,0
4776,56,137998,770,106,3,48,0.85,Single,Yes,No,Yes,0
4777,54,137056,527,66,1,48,0.84,Divorced,Yes,Yes,Yes,0
4778,63,112498,494,45,2,48,0.46,Divorced,Yes,No,No,1
4779,54,32660,304,97,3,48,0.51,Divorced,No,No,Yes,1
4780,69,42760,569,53,4,12,0.38,Single,Yes,Yes,Yes,0
4781,44,70184,812,46,3,48,0.69,Single,Yes,Yes,No,0
4782,69,103465,395,6,3,36,0.46,Divorced,No,Yes,No,1
4783,33,33585,775,51,3,24,0.38,Single,No,Yes,No,1
4784,53,50322,492,3,2,60,0.75,Divorced,No,Yes,No,1
4785,26,141820,368,8,2,48,0.53,Divorced,Yes,Yes,Yes,0
4786,37,148417,692,63,1,36,0.47,Divorced,Yes,No,Yes,0
4787,56,76173,452,67,1,48,0.75,Married,Yes,No,Yes,0
4788,47,24310,346,6,2,12,0.25,Divorced,No,No,No,0
4789,22,142947,619,107,2,36,0.16,Divorced,No,No,Yes,1
4790,45,131885,302,77,1,36,0.23,Single,Yes,Yes,No,1
4791,34,50599,758,59,3,48,0.45,Divorced,No,Yes,Yes,1
4792,20,44562,423,92,2,48,0.47,Single,Yes,No,Yes,0
4793,24,21309,459,67,3,60,0.85,Married,Yes,Yes,Yes,1
4794,22,123126,389,88,1,36,0.21,Single,No,No,No,1
4795,64,60630,757,69,1,48,0.61,Single,No,No,No,1
4796,34,33844,308,1,4,48,0.31,Divorced,No,No,No,1
4797,63,125609,762,104,1,60,0.89,Divorced,Yes,No,No,0
4798,58,88652,844,77,4,12,0.36,Married,Yes,No,Yes,0
4799,27,46405,654,15,4,24,0.32,Single,Yes,Yes,Yes,1
4800,21,98221,443,73,4,12,0.85,Single,No,Yes,Yes,1
4801,47,68252,474,102,3,24,0.65,Married,Yes,Yes,Yes,0
4802,41,96892,563,114,1,48,0.28,Single,No,No,Yes,0
4803,24,63450,401,76,2,60,0.19,Married,Yes,Yes,No,0
4804,62,129187,611,73,1,60,0.26,Divorced,No,Yes,No,1
4805,36,80241,625,46,3,12,0.52,Married,No,No,No,1
4806,33,116854,344,71,4,36,0.46,Married,No,Yes,Yes,0
4807,43,16334,573,4,1,24,0.88,Divorced,No,No,No,1
4808,45,76441,740,0,3,36,0.65,Married,Yes,Yes,No,0
4809,61,63620,339,47,1,12,0.37,Divorced,Yes,Yes,No,0
4810,54,73349,484,115,3,36,0.71,Divorced,No,Yes,No,0
4811,49,29997,835,54,4,48,0.32,Married,Yes,Yes,Yes,1
4812,37,119097,373,112,2,36,0.53,Single,No,No,Yes,0
4813,30,80544,496,68,4,36,0.71,Single,No,Yes,Yes,1
4814,38,23723,416,75,3,12,0.69,Single,Yes,No,Yes,1
4815,30,80981,625,48,4,24,0.54,Married,No,No,Yes,0
4816,65,82791,373,2,2,12,0.73,Single,Yes,Yes,Yes,0
4817,33,28128,366,62,1,48,0.25,Divorced,No,Yes,Yes,0
4818,24,89853,747,112,1,24,0.47,Divorced,No,Yes,Yes,0
4819,27,18201,380,111,3,60,0.67,Divorced,Yes,No,No,1
4820,41,43658,464,72,1,60,0.12,Married,Yes,Yes,No,0
4821,39,75232,730,83,2,48,0.57,Divorced,No,No,No,0
4822,69,116353,749,49,2,24,0.35,Married,No,Yes,No,0
4823,35,95596,775,82,2,24,0.88,Divorced,Yes,No,No,0
4824,32,19597,313,19,2,36,0.58,Single,No,No,No,0
4825,23,19819,582,86,2,12,0.36,Single,Yes,No,Yes,1
4826,40,115445,596,7,4,12,0.26,Divorced,No,Yes,Yes,1
4827,29,137484,476,73,2,48,0.18,Divorced,No,No,Yes,0
4828,29,78882,577,18,2,60,0.79,Divorced,No,No,Yes,1
4829,30,64870,625,17,4,24,0.71,Divorced,No,No,Yes,1
4830,65,77779,468,90,3,36,0.68,Divorced,No,Yes,Yes,0
4831,23,128582,557,47,1,48,0.28,Married,No,Yes,No,0
4832,39,116141,691,106,2,60,0.89,Divorced,Yes,Yes,Yes,0
4833,29,76410,547,76,4,36,0.13,Married,Yes,No,No,0
4834,43,56029,518,29,4,36,0.38,Divorced,No,No,Yes,0
4835,66,16107,831,84,4,24,0.36,Married,Yes,No,No,1
4836,45,101324,392,87,3,12,0.89,Divorced,No,Yes,No,0
4837,45,60785,766,52,1,60,0.51,Single,No,Yes,Yes,0
4838,55,101390,632,32,4,48,0.87,Single,No,Yes,No,1
4839,51,138326,832,81,4,12,0.61,Single,Yes,No,No,1
4840,40,95403,619,90,1,24,0.28,Single,No,Yes,Yes,0
4841,19,104075,345,31,4,24,0.7,Married,Yes,Yes,Yes,0
4842,30,119796,692,50,1,36,0.5,Single,Yes,Yes,Yes,0
4843,68,33210,478,17,1,48,0.49,Single,No,No,Yes,0
4844,31,105316,398,117,4,60,0.54,Married,No,Yes,No,0
4845,69,15022,477,103,4,12,0.37,Married,Yes,No,No,0
4846,49,118476,815,69,2,36,0.41,Single,Yes,Yes,No,1
4847,28,95560,338,105,1,24,0.21,Single,No,Yes,No,1
4848,30,82031,560,22,2,36,0.52,Single,No,No,No,1
4849,19,127973,646,2,3,36,0.73,Married,No,Yes,Yes,1
4850,24,96460,472,18,2,24,0.25,Married,Yes,No,Yes,1
4851,30,145976,598,105,1,24,0.57,Single,No,Yes,No,0
4852,22,55537,764,7,2,36,0.72,Divorced,Yes,Yes,No,1
4853,53,110019,763,93,2,24,0.14,Married,No,Yes,Yes,0
4854,52,145719,429,51,3,60,0.53,Married,No,No,No,1
4855,22,66562,690,36,3,48,0.23,Divorced,No,No,Yes,1
4856,32,32457,654,99,4,24,0.58,Single,Yes,Yes,Yes,1
4857,29,138680,573,103,1,48,0.12,Single,Yes,Yes,Yes,0
4858,21,19657,320,45,3,24,0.89,Married,Yes,Yes,Yes,0
4859,29,26697,720,48,1,24,0.46,Divorced,No,Yes,Yes,1
4860,28,144466,426,84,3,24,0.89,Single,Yes,Yes,Yes,1
4861,34,52567,605,34,4,36,0.59,Single,No,Yes,Yes,1
4862,63,142073,745,35,2,12,0.55,Single,No,Yes,Yes,1
4863,18,76209,786,40,4,24,0.52,Married,No,Yes,Yes,0
4864,44,110153,415,64,2,36,0.86,Divorced,Yes,No,No,0
4865,64,98572,807,9,3,36,0.55,Divorced,Yes,No,Yes,1
4866,50,21966,715,92,4,24,0.37,Single,Yes,Yes,No,1
4867,28,55047,426,38,2,48,0.39,Single,No,Yes,Yes,0
4868,39,107112,555,5,1,48,0.78,Divorced,No,No,Yes,0
4869,22,30931,704,62,1,36,0.49,Single,Yes,No,Yes,1
4870,32,33443,324,0,4,36,0.45,Married,No,No,No,1
4871,54,73922,792,88,4,24,0.71,Married,No,Yes,No,1
4872,30,17157,601,9,1,36,0.18,Married,Yes,Yes,Yes,1
4873,37,44928,738,92,4,12,0.41,Married,No,No,Yes,1
4874,18,66376,405,105,2,24,0.37,Married,No,Yes,Yes,1
4875,28,89159,631,36,2,60,0.19,Married,Yes,Yes,Yes,1
4876,65,136278,678,47,4,48,0.17,Married,Yes,Yes,No,0
4877,22,137309,510,39,1,24,0.19,Married,No,No,No,1
4878,58,79668,402,66,2,24,0.83,Divorced,Yes,No,No,0
4879,44,66939,666,81,1,24,0.21,Married,No,No,No,0
4880,25,64827,728,93,4,12,0.75,Single,No,No,Yes,1
4881,38,74454,554,5,3,60,0.72,Married,Yes,Yes,Yes,0
4882,24,131714,710,23,1,60,0.41,Divorced,No,No,No,0
4883,30,33011,562,10,1,24,0.14,Divorced,Yes,No,Yes,1
4884,28,29986,436,66,1,48,0.77,Married,No,Yes,No,0
4885,26,77996,597,40,1,36,0.85,Married,No,No,No,1
4886,18,117790,752,34,2,60,0.37,Divorced,No,Yes,No,0
4887,31,98792,452,115,3,36,0.87,Single,Yes,No,Yes,1
4888,54,26042,631,82,4,48,0.65,Divorced,Yes,Yes,No,1
4889,62,52848,797,19,1,24,0.27,Divorced,Yes,No,Yes,1
4890,48,42707,496,91,4,36,0.23,Single,No,Yes,Yes,1
4891,43,45302,662,107,4,48,0.44,Divorced,Yes,Yes,Yes,0
4892,63,16239,416,18,2,36,0.2,Married,No,Yes,Yes,1
4893,44,84484,443,88,4,12,0.36,Married,No,No,No,1
4894,18,22595,380,65,3,48,0.4,Single,Yes,Yes,Yes,1
4895,51,43236,505,5,3,36,0.85,Divorced,No,Yes,No,1
4896,40,71550,847,3,4,48,0.24,Married,No,No,Yes,1
4897,49,147151,546,23,3,24,0.52,Single,Yes,Yes,No,0
4898,33,108457,810,21,2,24,0.21,Married,Yes,No,Yes,1
4899,33,101551,732,100,4,36,0.9,Single,No,Yes,Yes,1
4900,66,45416,755,63,4,48,0.55,Single,No,No,Yes,0
4901,49,87363,718,59,4,48,0.5,Divorced,No,No,No,1
4902,30,69117,369,71,1,60,0.41,Single,No,No,Yes,0
4903,54,17353,641,33,4,24,0.44,Single,No,No,Yes,1
4904,64,141095,739,89,3,24,0.86,Single,No,Yes,Yes,0
4905,42,149860,605,37,3,48,0.26,Divorced,No,Yes,No,0
4906,33,21547,450,84,4,60,0.62,Married,No,Yes,No,1
4907,32,21743,634,45,4,60,0.29,Single,Yes,No,Yes,1
4908,33,111248,349,55,1,60,0.34,Single,No,No,No,0
4909,35,103906,307,4,3,24,0.69,Divorced,No,Yes,No,1
4910,33,46664,472,88,3,48,0.87,Divorced,Yes,Yes,Yes,0
4911,21,121945,727,26,2,60,0.44,Divorced,Yes,No,Yes,1
4912,37,145977,679,97,1,24,0.66,Divorced,Yes,No,Yes,0
4913,29,68155,358,6,2,24,0.43,Divorced,No,No,No,1
4914,55,120514,800,115,1,48,0.19,Single,No,No,No,0
4915,22,33703,580,65,2,60,0.69,Divorced,No,No,Yes,1
4916,28,53016,738,2,1,36,0.11,Single,No,Yes,No,1
4917,47,35587,592,36,1,24,0.58,Divorced,No,Yes,No,0
4918,30,139019,351,24,3,48,0.38,Married,No,No,No,0
4919,35,47384,402,46,4,24,0.52,Divorced,Yes,No,No,1
4920,35,99167,431,100,3,36,0.24,Divorced,No,No,Yes,0
4921,24,85285,836,7,1,36,0.28,Divorced,Yes,Yes,No,0
4922,28,27408,813,104,1,24,0.12,Married,No,Yes,Yes,0
4923,22,29105,530,60,4,60,0.37,Divorced,Yes,No,Yes,1
4924,68,142357,847,71,1,12,0.86,Divorced,Yes,Yes,Yes,0
4925,20,49027,743,98,4,36,0.62,Single,Yes,No,Yes,0
4926,37,73909,433,13,3,36,0.16,Single,Yes,Yes,No,1
4927,23,101481,621,0,1,48,0.3,Single,No,No,Yes,0
4928,18,103535,803,88,4,12,0.59,Married,No,No,No,0
4929,62,124268,798,54,4,48,0.12,Married,Yes,No,Yes,0
4930,29,55086,323,85,2,24,0.24,Single,No,No,No,1
4931,27,82675,808,23,3,12,0.51,Single,No,No,No,0
4932,39,113246,764,24,2,12,0.37,Divorced,No,No,Yes,1
4933,27,110111,559,3,1,24,0.82,Divorced,No,No,No,1
4934,61,59907,502,38,4,24,0.75,Divorced,No,No,No,1
4935,26,82900,477,33,1,12,0.12,Divorced,Yes,No,Yes,1
4936,53,32268,814,18,1,24,0.18,Married,Yes,No,No,0
4937,18,35151,439,55,3,36,0.11,Divorced,Yes,No,No,1
4938,33,126617,729,98,4,48,0.6,Single,Yes,No,No,0
4939,69,15096,846,10,3,48,0.64,Single,Yes,Yes,Yes,0
4940,53,95872,414,4,4,60,0.29,Married,No,Yes,No,0
4941,44,24161,444,22,2,36,0.29,Divorced,Yes,Yes,No,1
4942,26,81122,309,2,1,24,0.19,Divorced,Yes,No,No,0
4943,66,95918,320,82,1,24,0.62,Married,Yes,Yes,No,0
4944,40,35966,509,98,4,12,0.89,Married,Yes,Yes,Yes,0
4945,48,29713,302,89,4,48,0.28,Divorced,Yes,Yes,No,1
4946,33,15019,622,77,2,36,0.78,Married,No,Yes,No,1
4947,44,125700,317,26,3,48,0.14,Divorced,No,Yes,No,0
4948,56,50833,651,83,1,36,0.17,Single,No,Yes,No,0
4949,24,141282,551,26,2,24,0.13,Married,Yes,No,No,0
4950,44,56268,757,52,4,60,0.58,Married,No,No,Yes,0
4951,29,21126,340,118,1,60,0.19,Divorced,No,No,No,0
4952,40,120544,685,115,4,48,0.28,Divorced,Yes,Yes,No,0
4953,21,16722,631,38,1,60,0.53,Divorced,No,No,Yes,1
4954,43,115306,831,27,1,24,0.29,Divorced,Yes,No,No,1
4955,55,72087,522,108,2,48,0.54,Married,Yes,Yes,No,0
4956,68,87662,450,109,3,60,0.89,Married,Yes,Yes,No,0
4957,19,130070,787,51,1,36,0.36,Divorced,Yes,No,Yes,1
4958,33,46606,819,69,3,60,0.5,Single,No,Yes,No,0
